ensembl_gene_id	hsapiens_homolog_associated_gene_name
5374	ENSRNOG00000002881	DDR2
5375	ENSRNOG00000034246	RPS27A
5376	ENSRNOG00000043026	RPS15
5377	ENSRNOG00000004763	SIRPB1
5378	ENSRNOG00000004763	SIRPA
5379	ENSRNOG00000004763	AL049634.2
5380	ENSRNOG00000004763	SIRPG
5381	ENSRNOG00000045843	RUSC2
5382	ENSRNOG00000049929	ATP6V0C
5383	ENSRNOG00000003864	GIPC1
5384	ENSRNOG00000056376	DUSP22
5385	ENSRNOG00000002117	BARHL2
5386	ENSRNOG00000004917	RASAL2
5387	ENSRNOG00000033983	SOHLH1
5388	ENSRNOG00000007031	TRIM9
5389	ENSRNOG00000022313	KLK9
5390	ENSRNOG00000022313	AC011473.4
5391	ENSRNOG00000031081	STAT2
5392	ENSRNOG00000026821	ARHGAP42
5393	ENSRNOG00000031974	PCDH10
5394	ENSRNOG00000025273	L3MBTL4
5395	ENSRNOG00000009075	TRIM13
5396	ENSRNOG00000019418	LRRC4B
5397	ENSRNOG00000007000	GRHL2
5398	ENSRNOG00000046393	FAU
5399	ENSRNOG00000004035	KRR1
5400	ENSRNOG00000032569	LINGO3
5401	ENSRNOG00000058502	RF00560
5402	ENSRNOG00000003772	CSRP2
5403	ENSRNOG00000014766	GALT
5404	ENSRNOG00000014096	NR3C1
5405	ENSRNOG00000005628	HOXA1
5406	ENSRNOG00000019618	HDAC3
5407	ENSRNOG00000042771	APOL4
5408	ENSRNOG00000042771	APOL1
5409	ENSRNOG00000042771	APOL3
5410	ENSRNOG00000042771	APOL2
5411	ENSRNOG00000006569	ITGB8
5412	ENSRNOG00000003680	GABRB2
5413	ENSRNOG00000019340	CEP250
5414	ENSRNOG00000004826	SOS2
5415	ENSRNOG00000006281	HOXA3
5416	ENSRNOG00000020150	IL18BP
5417	ENSRNOG00000046649	KRTAP4-5
5418	ENSRNOG00000046649	KRTAP10-5
5419	ENSRNOG00000046649	KRTAP10-1
5420	ENSRNOG00000046649	KRTAP10-3
5421	ENSRNOG00000046649	KRTAP10-6
5422	ENSRNOG00000046649	KRTAP10-9
5423	ENSRNOG00000046649	KRTAP9-1
5424	ENSRNOG00000046649	KRTAP10-11
5425	ENSRNOG00000046649	KRTAP10-4
5426	ENSRNOG00000046649	KRTAP2-1
5427	ENSRNOG00000046649	KRTAP2-4
5428	ENSRNOG00000046649	KRTAP2-3
5429	ENSRNOG00000046649	KRTAP2-2
5430	ENSRNOG00000046649	KRTAP4-16
5431	ENSRNOG00000046649	KRTAP4-4
5432	ENSRNOG00000046649	KRTAP4-8
5433	ENSRNOG00000046649	KRTAP4-9
5434	ENSRNOG00000046649	KRTAP4-11
5435	ENSRNOG00000046649	KRTAP9-7
5436	ENSRNOG00000046649	KRTAP9-6
5437	ENSRNOG00000046649	KRTAP9-8
5438	ENSRNOG00000046649	KRTAP9-4
5439	ENSRNOG00000046649	KRTAP9-3
5440	ENSRNOG00000046649	KRTAP9-2
5441	ENSRNOG00000046649	KRTAP9-9
5442	ENSRNOG00000046649	KRTAP4-1
5443	ENSRNOG00000046649	KRTAP4-2
5444	ENSRNOG00000056167	RNU1-65P
5445	ENSRNOG00000054605	UNKL
5446	ENSRNOG00000008816	GPNMB
5447	ENSRNOG00000028382	RFXAP
5448	ENSRNOG00000052612	IGKV2D-26
5449	ENSRNOG00000014835	IL1RL1
5450	ENSRNOG00000036831	GTSF1
5451	ENSRNOG00000051711	KPNA1
5452	ENSRNOG00000030018	GZMB
5453	ENSRNOG00000053811	ARG2
5454	ENSRNOG00000021910	NKX2-6
5455	ENSRNOG00000009599	RWDD2A
5456	ENSRNOG00000012393	S100A13
5457	ENSRNOG00000014168	XYLB
5458	ENSRNOG00000040448	MIR146B
5459	ENSRNOG00000025350	PPP1R13L
5460	ENSRNOG00000015458	HEMK1
5461	ENSRNOG00000035632	MIRLET7A1
5462	ENSRNOG00000033395	OR5M3
5463	ENSRNOG00000060144	ANKLE2
5464	ENSRNOG00000054033	ADAP1
5465	ENSRNOG00000027196	SMIM23
5466	ENSRNOG00000002773	RGS4
5467	ENSRNOG00000019970	MRPL11
5468	ENSRNOG00000004247	NHP2
5469	ENSRNOG00000026613	AADACL3
5470	ENSRNOG00000026432	SYT7
5471	ENSRNOG00000003114	B4GALT4
5472	ENSRNOG00000005357	CTC1
5473	ENSRNOG00000060638	SCARNA18
5474	ENSRNOG00000032428	OR6C68
5475	ENSRNOG00000029522	DEFA5
5476	ENSRNOG00000029522	DEFA6
5477	ENSRNOG00000002975	CRIP2
5478	ENSRNOG00000036728	CD300LB
5479	ENSRNOG00000061346	B3GLCT
5480	ENSRNOG00000040406	MIR496
5481	ENSRNOG00000020694	ICAM5
5482	ENSRNOG00000047739	NPFF
5483	ENSRNOG00000052611	SNORD43
5484	ENSRNOG00000010697	HADH
5485	ENSRNOG00000047364	COX7A1
5486	ENSRNOG00000037199	SPINK8
5487	ENSRNOG00000008480	KCNAB3
5488	ENSRNOG00000057773	RF02271
5489	ENSRNOG00000007853	PRDM10
5490	ENSRNOG00000036885	GBP1
5491	ENSRNOG00000054770	RDH11
5492	ENSRNOG00000017699	MICB
5493	ENSRNOG00000017699	MICA
5494	ENSRNOG00000035550	MIR125B1
5495	ENSRNOG00000011195	PRKRA
5496	ENSRNOG00000036834	GPR84
5497	ENSRNOG00000014118	KLKB1
5498	ENSRNOG00000057204	RF00494
5499	ENSRNOG00000046309	GPR68
5500	ENSRNOG00000047796	PCBD2
5501	ENSRNOG00000047808	TRAV9-2
5502	ENSRNOG00000001493	KPTN
5503	ENSRNOG00000018305	ST8SIA3
5504	ENSRNOG00000053163	SNORA16A
5505	ENSRNOG00000053163	RF00190
5506	ENSRNOG00000010712	TERF2IP
5507	ENSRNOG00000055674	RF00421
5508	ENSRNOG00000059688	RF00394
5509	ENSRNOG00000013852	MED20
5510	ENSRNOG00000049416	MRGPRX3
5511	ENSRNOG00000049416	MRGPRX2
5512	ENSRNOG00000049416	MRGPRX4
5513	ENSRNOG00000049416	MRGPRX1
5514	ENSRNOG00000039783	RPL26
5515	ENSRNOG00000048121	ERCC4
5516	ENSRNOG00000047379	ZFP14
5517	ENSRNOG00000047227	OR8G5
5518	ENSRNOG00000047227	OR8G1
5519	ENSRNOG00000018087	VIM
5520	ENSRNOG00000060612	MIR372
5521	ENSRNOG00000049289	ROBO4
5522	ENSRNOG00000050589	RNA5SP506
5523	ENSRNOG00000059541	RNU6-420P
5524	ENSRNOG00000035542	MIR129-2
5525	ENSRNOG00000052802	ALDOA
5526	ENSRNOG00000052802	AC093512.2
5527	ENSRNOG00000058680	RNU6-510P
5528	ENSRNOG00000059692	RNU6-1084P
5529	ENSRNOG00000038427	C4orf50
5530	ENSRNOG00000047611	TOP1
5531	ENSRNOG00000009031	GUCY2C
5532	ENSRNOG00000053138	RF00554
5533	ENSRNOG00000061141	RNU2-7P
5534	ENSRNOG00000027204	MAP6
5535	ENSRNOG00000024221	METTL24
5536	ENSRNOG00000026132	TRDMT1
5537	ENSRNOG00000020351	AC026464.4
5538	ENSRNOG00000020351	VPS4A
5539	ENSRNOG00000005166	NHLH1
5540	ENSRNOG00000041245	MIR190B
5541	ENSRNOG00000058518	SNORA41B
5542	ENSRNOG00000059748	HIST1H2AE
5543	ENSRNOG00000009957	SLC25A13
5544	ENSRNOG00000054998	RF00398
5545	ENSRNOG00000051015	CD70
5546	ENSRNOG00000031475	COL16A1
5547	ENSRNOG00000038004	ZNF804A
5548	ENSRNOG00000009625	DPYSL2
5549	ENSRNOG00000051863	RF01518
5550	ENSRNOG00000059234	RN7SKP161
5551	ENSRNOG00000050393	RPL39
5552	ENSRNOG00000054015	RNU6-132P
5553	ENSRNOG00000054015	RNU6-1195P
5554	ENSRNOG00000021619	CELA3B
5555	ENSRNOG00000021619	CELA3A
5556	ENSRNOG00000047081	MIR450B
5557	ENSRNOG00000018440	ARFIP2
5558	ENSRNOG00000004471	POLR3H
5559	ENSRNOG00000057572	VN1R5
5560	ENSRNOG00000034037	ZNF266
5561	ENSRNOG00000002636	ABAT
5562	ENSRNOG00000061330	RF00560
5563	ENSRNOG00000018590	DRG1
5564	ENSRNOG00000026048	GBF1
5565	ENSRNOG00000052670	RNU6-468P
5566	ENSRNOG00000052670	RNU6-21P
5567	ENSRNOG00000052670	RNU6-463P
5568	ENSRNOG00000058274	RN7SKP290
5569	ENSRNOG00000048651	NRTN
5570	ENSRNOG00000007159	CCL2
5571	ENSRNOG00000006980	VCPIP1
5572	ENSRNOG00000027944	PNMA8A
5573	ENSRNOG00000053326	RNU6-560P
5574	ENSRNOG00000014532	LBP
5575	ENSRNOG00000049858	HOXA7
5576	ENSRNOG00000018774	RPS14
5577	ENSRNOG00000001816	RFC4
5578	ENSRNOG00000013930	RNF4
5579	ENSRNOG00000008872	TMEM68
5580	ENSRNOG00000018986	FBXL19
5581	ENSRNOG00000031675	PANX3
5582	ENSRNOG00000053573	RN7SKP29
5583	ENSRNOG00000033543	OR5AK2
5584	ENSRNOG00000014739	WFDC2
5585	ENSRNOG00000018040	GINS4
5586	ENSRNOG00000008673	ARPC3
5587	ENSRNOG00000017181	MALT1
5588	ENSRNOG00000023309	ANKS6
5589	ENSRNOG00000003809	SAT1
5590	ENSRNOG00000005749	FOXRED2
5591	ENSRNOG00000053247	SNX21
5592	ENSRNOG00000042255	EFCAB3
5593	ENSRNOG00000012835	ESPL1
5594	ENSRNOG00000017867	C16orf86
5595	ENSRNOG00000012847	SCGB1C1
5596	ENSRNOG00000012847	SCGB1C2
5597	ENSRNOG00000029427	GRHL3
5598	ENSRNOG00000024975	ATP8B3
5599	ENSRNOG00000007118	EVA1A
5600	ENSRNOG00000004473	PPARGC1A
5601	ENSRNOG00000014231	PNOC
5602	ENSRNOG00000015259	PTH2R
5603	ENSRNOG00000029792	OGN
5604	ENSRNOG00000009905	C2orf70
5605	ENSRNOG00000009255	TIMM29
5606	ENSRNOG00000017445	TUBB2B
5607	ENSRNOG00000049604	MVK
5608	ENSRNOG00000014029	KLHL13
5609	ENSRNOG00000018042	MRPL48
5610	ENSRNOG00000001621	C2CD2
5611	ENSRNOG00000042781	ROPN1L
5612	ENSRNOG00000026196	LRRD1
5613	ENSRNOG00000055923	HMGB4
5614	ENSRNOG00000037406	C1orf189
5615	ENSRNOG00000005853	TACR1
5616	ENSRNOG00000002217	PLAC8
5617	ENSRNOG00000054139	QARS
5618	ENSRNOG00000020646	SDHAF2
5619	ENSRNOG00000028050	RHOXF1
5620	ENSRNOG00000011478	ACKR4
5621	ENSRNOG00000058484	ANP32D
5622	ENSRNOG00000058484	ANP32A
5623	ENSRNOG00000004699	FIBIN
5624	ENSRNOG00000015987	RAP1GDS1
5625	ENSRNOG00000051784	APOC1
5626	ENSRNOG00000006394	TBC1D10A
5627	ENSRNOG00000037467	GPR42
5628	ENSRNOG00000037467	FFAR3
5629	ENSRNOG00000022632	TAF7L
5630	ENSRNOG00000016780	KIAA1958
5631	ENSRNOG00000060087	ADRA1B
5632	ENSRNOG00000030269	ATP2B2
5633	ENSRNOG00000039892	OR7E24
5634	ENSRNOG00000021441	RELN
5635	ENSRNOG00000042961	ORMDL1
5636	ENSRNOG00000023299	HFM1
5637	ENSRNOG00000000098	RNF115
5638	ENSRNOG00000002053	FRAS1
5639	ENSRNOG00000021510	TBC1D10C
5640	ENSRNOG00000014953	FBXO39
5641	ENSRNOG00000022899	CDK15
5642	ENSRNOG00000001796	DGKG
5643	ENSRNOG00000058904	TEX13B
5644	ENSRNOG00000016968	GRAMD4
5645	ENSRNOG00000010643	KANK2
5646	ENSRNOG00000006947	PDHX
5647	ENSRNOG00000008301	TAGLN2
5648	ENSRNOG00000014629	LMO1
5649	ENSRNOG00000039861	C19orf71
5650	ENSRNOG00000019494	PSMB10
5651	ENSRNOG00000046999	OR52N4
5652	ENSRNOG00000005129	DTX3
5653	ENSRNOG00000012258	RRAS2
5654	ENSRNOG00000007392	ATP6V1F
5655	ENSRNOG00000011373	REEP4
5656	ENSRNOG00000008471	KIF21B
5657	ENSRNOG00000043313	OR5B17
5658	ENSRNOG00000021347	MTHFD2L
5659	ENSRNOG00000009004	LRRIQ4
5660	ENSRNOG00000007822	VGLL4
5661	ENSRNOG00000025504	ANKRD46
5662	ENSRNOG00000004489	ADGRE5
5663	ENSRNOG00000006911	SPTB
5664	ENSRNOG00000018987	CREBZF
5665	ENSRNOG00000019507	HNRNPUL2
5666	ENSRNOG00000019507	HNRNPUL2-BSCL2
5667	ENSRNOG00000025570	OS9
5668	ENSRNOG00000017223	PLGLB1
5669	ENSRNOG00000017223	PLGLB2
5670	ENSRNOG00000017223	PLG
5671	ENSRNOG00000037645	TCEAL7
5672	ENSRNOG00000049415	PYM1
5673	ENSRNOG00000008895	HNF4A
5674	ENSRNOG00000016519	KDM1B
5675	ENSRNOG00000016352	CBFA2T2
5676	ENSRNOG00000008219	CCDC33
5677	ENSRNOG00000053659	C11orf58
5678	ENSRNOG00000034015	CAPN2
5679	ENSRNOG00000019036	LDHD
5680	ENSRNOG00000014452	ZFHX3
5681	ENSRNOG00000021953	MEIOC
5682	ENSRNOG00000012980	HYLS1
5683	ENSRNOG00000024446	GPR142
5684	ENSRNOG00000012928	PRMT9
5685	ENSRNOG00000014197	TMEM51
5686	ENSRNOG00000017380	C2orf42
5687	ENSRNOG00000008663	NAT10
5688	ENSRNOG00000014518	ADAM28
5689	ENSRNOG00000006784	SEMA4F
5690	ENSRNOG00000058156	ZDHHC18
5691	ENSRNOG00000018242	CAMKK1
5692	ENSRNOG00000020864	KIRREL2
5693	ENSRNOG00000007102	ACSS1
5694	ENSRNOG00000008734	ZMYM2
5695	ENSRNOG00000046311	OR8G5
5696	ENSRNOG00000046311	OR8G1
5697	ENSRNOG00000057139	MYOZ3
5698	ENSRNOG00000054175	RNU6-1256P
5699	ENSRNOG00000036726	CD300E
5700	ENSRNOG00000019671	RSBN1
5701	ENSRNOG00000003468	CAPN8
5702	ENSRNOG00000052626	RNU6-1289P
5703	ENSRNOG00000052626	RNU6-1081P
5704	ENSRNOG00000012458	CYP2E1
5705	ENSRNOG00000029614	ROBO1
5706	ENSRNOG00000026025	CAPN11
5707	ENSRNOG00000015812	TM4SF1
5708	ENSRNOG00000016939	CHMP7
5709	ENSRNOG00000053891	PHF11
5710	ENSRNOG00000055952	RF00612
5711	ENSRNOG00000056810	PIK3CA
5712	ENSRNOG00000035467	MIR23B
5713	ENSRNOG00000008755	ACOX1
5714	ENSRNOG00000017117	YBX2
5715	ENSRNOG00000010859	ZYG11B
5716	ENSRNOG00000017878	ALDH1A1
5717	ENSRNOG00000053473	RNU6-519P
5718	ENSRNOG00000053473	RNU6-757P
5719	ENSRNOG00000053473	RNU6-997P
5720	ENSRNOG00000024272	INO80D
5721	ENSRNOG00000042432	NEK11
5722	ENSRNOG00000020901	S1PR5
5723	ENSRNOG00000021110	MLLT11
5724	ENSRNOG00000012685	ADCK1
5725	ENSRNOG00000025637	SAXO1
5726	ENSRNOG00000031731	FAM216A
5727	ENSRNOG00000004414	F11R
5728	ENSRNOG00000057628	SLC5A6
5729	ENSRNOG00000021682	DCAKD
5730	ENSRNOG00000056985	RNU4-27P
5731	ENSRNOG00000012206	DENND5A
5732	ENSRNOG00000046492	NEMP1
5733	ENSRNOG00000012438	LARP6
5734	ENSRNOG00000012512	NEXN
5735	ENSRNOG00000033343	PRSS36
5736	ENSRNOG00000016212	ANKFY1
5737	ENSRNOG00000034040	RNF113A
5738	ENSRNOG00000034040	RNF113B
5739	ENSRNOG00000055134	RN7SKP57
5740	ENSRNOG00000019723	RBM12
5741	ENSRNOG00000057469	TEX13C
5742	ENSRNOG00000057469	TEX13D
5743	ENSRNOG00000003958	COMMD10
5744	ENSRNOG00000012697	SPACA9
5745	ENSRNOG00000037428	ZNF605
5746	ENSRNOG00000017086	ZNF341
5747	ENSRNOG00000014287	STK11
5748	ENSRNOG00000008140	RPL15
5749	ENSRNOG00000023764	KCTD2
5750	ENSRNOG00000007573	HOXB9
5751	ENSRNOG00000002520	LITAF
5752	ENSRNOG00000052587	FAM43A
5753	ENSRNOG00000006674	RFLNB
5754	ENSRNOG00000015813	UBR2
5755	ENSRNOG00000018400	GOLM1
5756	ENSRNOG00000003178	MAGEH1
5757	ENSRNOG00000050580	POM121L12
5758	ENSRNOG00000026974	DBNDD1
5759	ENSRNOG00000040434	MIR582
5760	ENSRNOG00000032856	TSSK1B
5761	ENSRNOG00000001474	TMEM270
5762	ENSRNOG00000010378	SLC4A5
5763	ENSRNOG00000061899	MOSMO
5764	ENSRNOG00000060686	OR6Y1
5765	ENSRNOG00000016965	ANAPC1
5766	ENSRNOG00000050365	OR5K4
5767	ENSRNOG00000027908	ACTRT3
5768	ENSRNOG00000022335	RAD21L1
5769	ENSRNOG00000049154	PRL
5770	ENSRNOG00000002158	IBSP
5771	ENSRNOG00000004278	DLX3
5772	ENSRNOG00000014971	MAS1
5773	ENSRNOG00000015274	DDX20
5774	ENSRNOG00000006326	ATRAID
5775	ENSRNOG00000013620	CDK13
5776	ENSRNOG00000007324	PLXNA2
5777	ENSRNOG00000015401	MAPK4
5778	ENSRNOG00000020481	PAFAH1B3
5779	ENSRNOG00000045911	MEPCE
5780	ENSRNOG00000017917	CDHR2
5781	ENSRNOG00000011918	VSX2
5782	ENSRNOG00000047259	OR1F1
5783	ENSRNOG00000038068	PCDH9
5784	ENSRNOG00000002021	SON
5785	ENSRNOG00000024402	FOCAD
5786	ENSRNOG00000061813	LY6L
5787	ENSRNOG00000005542	APOB
5788	ENSRNOG00000060745	NLRP12
5789	ENSRNOG00000009528	SDCBP2
5790	ENSRNOG00000016381	UST
5791	ENSRNOG00000008850	TTC5
5792	ENSRNOG00000012862	SPSB4
5793	ENSRNOG00000058618	DCST2
5794	ENSRNOG00000019716	NTF3
5795	ENSRNOG00000002487	MBNL3
5796	ENSRNOG00000027911	STKLD1
5797	ENSRNOG00000001156	MSI1
5798	ENSRNOG00000003952	MAP3K19
5799	ENSRNOG00000020138	SLC4A3
5800	ENSRNOG00000013641	MYO7A
5801	ENSRNOG00000048450	CYP4F8
5802	ENSRNOG00000014090	RETSAT
5803	ENSRNOG00000025648	DHRS7
5804	ENSRNOG00000020361	IP6K2
5805	ENSRNOG00000042741	ADGB
5806	ENSRNOG00000001217	LRRC3
5807	ENSRNOG00000007212	HYAL4
5808	ENSRNOG00000048343	CRTAP
5809	ENSRNOG00000001843	BCL6
5810	ENSRNOG00000043171	HDHD2
5811	ENSRNOG00000027540	FAM102B
5812	ENSRNOG00000009582	RPE65
5813	ENSRNOG00000016714	NRAP
5814	ENSRNOG00000002984	BMP15
5815	ENSRNOG00000025034	C1orf174
5816	ENSRNOG00000004646	TPO
5817	ENSRNOG00000022104	CCDC185
5818	ENSRNOG00000036880	ARL5C
5819	ENSRNOG00000002835	LUC7L3
5820	ENSRNOG00000000597	CCN6
5821	ENSRNOG00000010219	RALGDS
5822	ENSRNOG00000010219	AL162417.1
5823	ENSRNOG00000031387	DAZAP1
5824	ENSRNOG00000019985	ASIC4
5825	ENSRNOG00000020929	LIN37
5826	ENSRNOG00000019682	TIMM13
5827	ENSRNOG00000017901	ACY3
5828	ENSRNOG00000018653	PFDN1
5829	ENSRNOG00000049641	RAB29
5830	ENSRNOG00000052810	AL583836.1
5831	ENSRNOG00000052810	CYP2C18
5832	ENSRNOG00000025651	IKZF5
5833	ENSRNOG00000002511	FLT4
5834	ENSRNOG00000048095	MINPP1
5835	ENSRNOG00000001440	MDH2
5836	ENSRNOG00000006116	HK2
5837	ENSRNOG00000059589	LMBR1
5838	ENSRNOG00000015303	FBLL1
5839	ENSRNOG00000004936	SDC2
5840	ENSRNOG00000019164	UBA1
5841	ENSRNOG00000020957	IGFLR1
5842	ENSRNOG00000016204	LRRC24
5843	ENSRNOG00000049124	MYLK4
5844	ENSRNOG00000046579	OR52L1
5845	ENSRNOG00000010265	ADA
5846	ENSRNOG00000037435	TMEM196
5847	ENSRNOG00000025946	IGF2BP2
5848	ENSRNOG00000002303	KCNJ18
5849	ENSRNOG00000002303	KCNJ12
5850	ENSRNOG00000022922	SLC25A12
5851	ENSRNOG00000021215	RBM8A
5852	ENSRNOG00000010624	AP3B1
5853	ENSRNOG00000002948	ABCC3
5854	ENSRNOG00000037302	RAD51
5855	ENSRNOG00000023428	PIK3R5
5856	ENSRNOG00000020444	HCN3
5857	ENSRNOG00000010105	S100A11
5858	ENSRNOG00000004393	FCAMR
5859	ENSRNOG00000026008	GTF2E1
5860	ENSRNOG00000061795	RBM4B
5861	ENSRNOG00000013634	MYD88
5862	ENSRNOG00000013712	AC007040.2
5863	ENSRNOG00000013712	TEX261
5864	ENSRNOG00000026604	CERCAM
5865	ENSRNOG00000020995	FUT1
5866	ENSRNOG00000049758	TBC1D16
5867	ENSRNOG00000043378	NKPD1
5868	ENSRNOG00000028215	NUP160
5869	ENSRNOG00000045632	TRAV9-2
5870	ENSRNOG00000005268	GNAT3
5871	ENSRNOG00000022576	NUDT12
5872	ENSRNOG00000037720	RITA1
5873	ENSRNOG00000045791	EIF4A3
5874	ENSRNOG00000002535	KIF2B
5875	ENSRNOG00000009605	TFE3
5876	ENSRNOG00000042480	HOXD8
5877	ENSRNOG00000052843	TRAV12-3
5878	ENSRNOG00000052843	TRAV12-1
5879	ENSRNOG00000052843	TRAV12-2
5880	ENSRNOG00000019438	AL136295.5
5881	ENSRNOG00000019438	RNF31
5882	ENSRNOG00000046316	TOMM6
5883	ENSRNOG00000023400	DTX3L
5884	ENSRNOG00000048099	TRAV18
5885	ENSRNOG00000021199	FCGR1B
5886	ENSRNOG00000021199	FCGR1A
5887	ENSRNOG00000012770	SPATA9
5888	ENSRNOG00000007049	BCL11A
5889	ENSRNOG00000019586	CCDC24
5890	ENSRNOG00000034229	SERPINB1
5891	ENSRNOG00000008615	MAL2
5892	ENSRNOG00000047310	C8orf89
5893	ENSRNOG00000056198	RF00012
5894	ENSRNOG00000032426	SLC10A5
5895	ENSRNOG00000007189	TTC22
5896	ENSRNOG00000054859	RNU6-257P
5897	ENSRNOG00000054859	RNU6-349P
5898	ENSRNOG00000054859	RNU6-291P
5899	ENSRNOG00000000665	PITPNB
5900	ENSRNOG00000053502	ARHGEF17
5901	ENSRNOG00000005006	NDUFAF1
5902	ENSRNOG00000053669	RN7SKP27
5903	ENSRNOG00000021474	SIGLEC6
5904	ENSRNOG00000021474	CD33
5905	ENSRNOG00000052729	OR4X2
5906	ENSRNOG00000040346	MIR671
5907	ENSRNOG00000000937	SLC46A3
5908	ENSRNOG00000009903	SERPINI2
5909	ENSRNOG00000018999	CDC14B
5910	ENSRNOG00000054715	OR4S2
5911	ENSRNOG00000007540	MSC
5912	ENSRNOG00000005274	VRK1
5913	ENSRNOG00000009700	DYNC1I1
5914	ENSRNOG00000037231	PLA2G4D
5915	ENSRNOG00000003129	ZNF496
5916	ENSRNOG00000042991	OR4F5
5917	ENSRNOG00000042991	OR4F17
5918	ENSRNOG00000042991	OR4F4
5919	ENSRNOG00000006527	SLC6A1
5920	ENSRNOG00000060828	RNU6-206P
5921	ENSRNOG00000029922	TPK1
5922	ENSRNOG00000019962	AC011455.2
5923	ENSRNOG00000019962	SARS2
5924	ENSRNOG00000014691	RIC3
5925	ENSRNOG00000012628	GPR18
5926	ENSRNOG00000035502	MIR100
5927	ENSRNOG00000022697	CLEC14A
5928	ENSRNOG00000046121	CD300C
5929	ENSRNOG00000005988	ARL8A
5930	ENSRNOG00000052938	RNU2-16P
5931	ENSRNOG00000058848	SNORD116-6
5932	ENSRNOG00000058848	SNORD116-9
5933	ENSRNOG00000058848	SNORD116-3
5934	ENSRNOG00000058848	SNORD116-5
5935	ENSRNOG00000058848	SNORD116-1
5936	ENSRNOG00000058848	SNORD116-7
5937	ENSRNOG00000058848	SNORD116-2
5938	ENSRNOG00000058848	SNORD116-8
5939	ENSRNOG00000058848	SNORD116-4
5940	ENSRNOG00000061245	RNU6-1303P
5941	ENSRNOG00000061245	RNU6-672P
5942	ENSRNOG00000060147	TRAV12-3
5943	ENSRNOG00000060147	TRAV12-1
5944	ENSRNOG00000060147	TRAV12-2
5945	ENSRNOG00000010567	ANGEL1
5946	ENSRNOG00000053111	RF00598
5947	ENSRNOG00000047211	FZD3
5948	ENSRNOG00000003304	CHAD
5949	ENSRNOG00000021828	CORO1B
5950	ENSRNOG00000015797	NEURL2
5951	ENSRNOG00000020769	CREBRF
5952	ENSRNOG00000007779	KANK4
5953	ENSRNOG00000020255	SARS
5954	ENSRNOG00000017427	PFN2
5955	ENSRNOG00000027469	PCDHB5
5956	ENSRNOG00000029237	KLK1
5957	ENSRNOG00000020202	ASRGL1
5958	ENSRNOG00000017349	TBC1D10B
5959	ENSRNOG00000047673	CRYBB3
5960	ENSRNOG00000007900	TSPAN33
5961	ENSRNOG00000038720	CDKL1
5962	ENSRNOG00000005515	RHBDL3
5963	ENSRNOG00000009161	CLASP2
5964	ENSRNOG00000042163	BTBD19
5965	ENSRNOG00000058866	MYO5A
5966	ENSRNOG00000029242	PLEKHO2
5967	ENSRNOG00000001272	MCM3AP
5968	ENSRNOG00000018452	UNC13A
5969	ENSRNOG00000009355	OGFR
5970	ENSRNOG00000017311	ME3
5971	ENSRNOG00000010942	GK5
5972	ENSRNOG00000005387	RBM3
5973	ENSRNOG00000011367	CYP2R1
5974	ENSRNOG00000004947	ZNF878
5975	ENSRNOG00000004947	AC022415.2
5976	ENSRNOG00000004947	AC008770.4
5977	ENSRNOG00000004947	ZNF844
5978	ENSRNOG00000025462	WDR41
5979	ENSRNOG00000033528	TLL1
5980	ENSRNOG00000057871	RF00002
5981	ENSRNOG00000038746	BCO2
5982	ENSRNOG00000055507	RNU6-408P
5983	ENSRNOG00000046967	OR2T4
5984	ENSRNOG00000046967	OR2T5
5985	ENSRNOG00000046967	OR2T29
5986	ENSRNOG00000042080	IL31RA
5987	ENSRNOG00000020497	PLEKHA1
5988	ENSRNOG00000040355	MIR665
5989	ENSRNOG00000050964	ROBO4
5990	ENSRNOG00000060179	GPC3
5991	ENSRNOG00000019048	SOD2
5992	ENSRNOG00000054909	TRAV23DV6
5993	ENSRNOG00000026215	TP53TG5
5994	ENSRNOG00000010177	FANCD2OS
5995	ENSRNOG00000055741	RF00045
5996	ENSRNOG00000055741	RNU105B
5997	ENSRNOG00000001575	GRIK1
5998	ENSRNOG00000015825	AURKC
5999	ENSRNOG00000003698	MROH9
6000	ENSRNOG00000055100	RF00554
6001	ENSRNOG00000015583	DNAL4
6002	ENSRNOG00000000814	FABP7
6003	ENSRNOG00000017295	SH3GLB2
6004	ENSRNOG00000056237	SNORD57
6005	ENSRNOG00000008212	WDR5
6006	ENSRNOG00000029238	HGH1
6007	ENSRNOG00000047943	ALKBH6
6008	ENSRNOG00000006130	RAB5B
6009	ENSRNOG00000004976	TLX3
6010	ENSRNOG00000049470	TEX12
6011	ENSRNOG00000010701	DEPDC1B
6012	ENSRNOG00000045931	SIK3
6013	ENSRNOG00000004883	ERH
6014	ENSRNOG00000019534	AP2A2
6015	ENSRNOG00000014367	EPHB6
6016	ENSRNOG00000016128	LRRC14
6017	ENSRNOG00000000498	ANKS1A
6018	ENSRNOG00000022980	AP002884.3
6019	ENSRNOG00000022980	SDHD
6020	ENSRNOG00000017773	CRISPLD1
6021	ENSRNOG00000007988	TIMM22
6022	ENSRNOG00000006652	DDX1
6023	ENSRNOG00000000279	RTN4IP1
6024	ENSRNOG00000023360	FUS
6025	ENSRNOG00000014061	DUSP5
6026	ENSRNOG00000025634	ZFHX2
6027	ENSRNOG00000058915	SNORD45B
6028	ENSRNOG00000027936	CCDC8
6029	ENSRNOG00000014664	VIRMA
6030	ENSRNOG00000020083	SCLY
